Company_Ticker,Company_Name,Aienstein_Rating,ESG_E,ESG_S,ESG_G,ESG_Summary,Fact_Market_Cap,Fact_Market_Cap_Rating
ROKU,Roku Inc,F,D,D,C,C,14533.10632,2X
ROLL,RBC Bearings Inc.,A,C,C,B,C,5840.553939,1X
RRR,Red Rock Resorts Inc,F,D,C,C,C,3321.633354,1X
SANW,S&W Seed Co,F,,,,,73.18641706,.25X
SCHL,Scholastic Corp.,D,D,C,C,C,1230.424921,.5X
SEM,Select Medical Holdings Corporation,F,B,B,C,C,3404.776317,1X
SHLDQ,Sears Holdings Corp,B,C,C,C,C,8.21914,.25X
SIMO,Silicon Motion Technology Corp,F,C,C,B,B,2473.749295,.5X
SKLZ,Skillz Inc,F,,,,,1089.2158,.5X
SRDX,"Surmodics, Inc.",F,D,C,C,C,598.29936,.25X
SWCH,Switch Inc,A,C,C,F,D,3951.42795,1X
SWM,"Schweitzer-Mauduit International, Inc.",A,B,C,D,C,959.4542685,.5X
SYF,Synchrony Financial,F,C,C,C,C,21414.98977,4X
TEVA,Teva- Pharmaceutical Industries Ltd.,D,C,B,C,C,8697.82285,2X
THS,Treehouse Foods Inc,F,B,C,D,C,1856.717654,.5X
TNL,Travel+Leisure Co,A,B,C,C,C,5028.557423,1X
TPCO,Tribune Publishing Co,A,D,C,C,C,630.5570773,.25X
TROW,T. Rowe Price Group Inc.,F,C,B,B,B,33302.98802,4X
TRUE,Truecar Inc,A,B,B,D,C,362.7589518,.25X
TS,Tenaris S.A.,A,,,,,16698.69349,2X
TSCO,Tractor Supply Co.,D,B,B,B,B,26701.43417,4X
TTC,Toro Co.,F,C,C,B,B,9309.651101,2X
TTI,"Tetra Technologies, Inc.",A,C,C,C,C,422.8603693,.25X
TVTX,Travere Therapeutics Inc,F,D,C,D,D,1525.822633,.5X
TWTR,Twitter Inc,F,C,D,D,C,30139.19761,4X
UAA,Under Armour Inc,F,D,C,C,C,3301.289793,1X
UEIC,Universal Electronics Inc.,F,C,C,B,C,457.3621517,.25X
UEPS,Net 1 UEPS Technologies Inc,D,D,C,D,D,279.3959568,.25X
UFPI,UFP Industries Inc,D,C,C,C,C,5463.893753,1X
UMC,United Micro Electronics,F,,,,,23554.51896,4X
UTHR,United Therapeutics Corp,F,C,C,C,C,8134.41826,2X
VAC,Marriott Vacations Worldwide Corp,D,C,C,C,C,6699.427952,2X
VGR,Vector Group Ltd,D,D,D,C,D,1719.7268,.5X
VNET,VNET Group Inc,F,C,C,F,D,893.3731769,.25X
VPG,Vishay Precision Group Inc,F,,,,,416.0169426,.25X
VRTU,Virtusa Corp,B,B,B,D,C,1555.635549,.5X
WETF,Wisdomtree Investments Inc,F,C,C,B,C,800.9816479,.25X
WK,Workiva Inc,F,D,C,C,C,4635.194136,1X
WMS,Advanced Drainage Systems Inc,F,C,C,C,C,8646.592486,2X
WSO,Watsco Inc.,D,D,C,B,C,10181.7952,2X
ZGNX,Zogenix Inc,A,D,C,D,D,1491.350049,.5X
ZIOP,Alaunos Therapeutics Inc,F,D,C,C,C,186.5803483,.25X
ZYNE,Zynerba Pharmaceuticals Inc,F,,,,,83.32810474,.25X
MCY,Mercury General Corp.,A,B,C,C,C,2961.78345,1X
MELI,MercadoLibre Inc,F,C,C,C,C,58934.65242,4X
MEOH,Methanex Corp.,A,,,,,4115.30112,1X
MMI,Marcus & Millichap Inc,D,D,C,C,C,1936.219503,.5X
MRC,MRC Global Inc,A,C,B,C,C,936.5994012,.5X
MTRX,Matrix Service Co.,A,D,C,B,C,231.730203,.25X
MU,Micron Technology Inc.,F,B,B,C,C,88829.91103,4X
NIO,NIO Inc,F,C,C,B,C,28405.56633,4X
NOC,Northrop Grumman Corp.,A,B,C,C,C,68518.69063,4X
NP,Neenah Inc,F,B,C,C,C,660.5079245,.25X
NTAP,Netapp Inc,D,B,B,C,C,20057.32304,4X
NUAN,Nuance Communications Inc,A,C,B,C,C,17610.07373,2X
NXST,Nexstar Media Group Inc,A,D,D,D,D,7893.798229,2X
OCN,Ocwen Financial Corp.,F,C,C,C,C,233.3094717,.25X
OMCL,"Omnicell, Inc.",F,C,C,D,C,5963.808178,2X
OMI,"Owens & Minor, Inc.",A,C,C,C,C,3533.908219,1X
OPRA,Opera Ltd,F,,,,,647.1197669,.25X
OTIS,Otis Worldwide Corp,F,B,B,B,B,33280.20037,4X
PAGP,Plains GP Holdings LP,A,C,C,D,C,2160.598662,.5X
PAYX,Paychex Inc.,D,C,C,B,C,46202.49113,4X
PDCE,PDC Energy Inc,A,C,C,C,C,6755.22199,2X
PETS,"Petmed Express, Inc.",A,C,B,B,B,559.1926909,.25X
PKG,Packaging Corp Of America,A,B,B,B,B,14863.42797,2X
PLAB,"Photronics, Inc.",D,C,C,C,C,1073.814967,.5X
PLAN,Anaplan Inc,A,D,C,C,C,7395.379758,2X
PLCE,Childrens Place Inc,F,D,C,C,C,789.351173,.25X
PNR,Pentair plc,F,B,C,B,B,9490.686639,2X
PPC,Pilgrim`s Pride Corp.,F,B,C,D,C,5736.121788,1X
PRI,Primerica Inc,F,C,C,C,C,5264.491127,1X
PRTY,Party City Holdco Inc,F,C,C,C,C,412.9598482,.25X
PSIX,Power Solutions International Inc,F,D,C,D,D,60.51800304,.25X
PSTG,Pure Storage Inc,A,D,C,D,C,9786.457002,2X
PTCT,PTC Therapeutics Inc,D,D,D,D,D,2668.866165,1X
RACE,Ferrari N.V.,F,B,B,C,B,40648.30463,4X
RDFN,Redfin Corp,F,D,D,C,C,2149.655568,.5X
RDWR,Radware,F,,,,,1474.356085,.5X
REGI,Renewable Energy Group Inc,A,C,C,C,C,3047.259225,1X
RHNO,Rhino Resource Partners LP,C,,,,,0.116154,.25X
RLI,RLI Corp.,D,D,C,B,C,4918.321301,1X
RPRX,Royalty Pharma plc,D,D,C,F,D,16789.87152,2X
RRGB,Red Robin Gourmet Burgers Inc,A,C,C,C,C,282.4727403,.25X
RYN,Rayonier Inc.,A,B,C,C,C,5805.631082,1X
SANM,Sanmina Corp,A,B,B,C,C,2697.03558,1X
SASR,Sandy Spring Bancorp,D,D,C,C,C,2132.310428,.5X
SDGR,Schrodinger Inc,D,D,C,B,C,2129.847704,.5X
SE,Sea Ltd,F,D,C,C,C,49013.43364,4X
SEIC,SEI Investments Co.,D,C,C,B,C,8477.294577,2X
SFM,Sprouts Farmers Market Inc,A,C,B,C,C,3646.124888,1X
SGEN,Seagen Inc,D,C,C,B,C,25982.06595,4X
SHEN,Shenandoah Telecommunications Co.,F,D,C,C,C,1098.73367,.5X
SINA,Sina Corp.,B,D,C,D,D,2584.959078,1X
SLRX,Salarius Pharmaceuticals Inc,F,,,,,17.37417207,.25X
SQBG,Sequential Brands Group Inc.,A,D,C,F,D,10.30526016,.25X
SRGA,Surgalign Holdings Inc,F,D,C,B,C,48.68224298,.25X
SSNC,SS&C Technologies Holdings Inc,D,C,B,D,C,20142.32624,4X
SSYS,Stratasys Ltd,A,C,C,B,C,1663.02028,.5X
STN,Stantec Inc,F,B,B,B,B,5670.359134,1X
SVMK,SVMK Inc,A,D,C,D,D,3178.906034,1X
SXT,Sensient Technologies Corp.,F,B,C,B,B,3428.89178,1X
TCS,Container Store Group Inc,F,C,B,B,B,1712.034176,.5X
TDC,Teradata Corp,A,B,B,C,C,5274.985,1X
THC,Tenet Healthcare Corp.,A,C,C,D,C,9386.480165,2X
TKR,Timken Co.,F,C,C,C,C,4763.872181,1X
TLGT,Teligent Inc,A,D,C,C,C,16.10383504,.25X
TNK,Teekay Tankers Ltd,A,B,B,C,B,386.489878,.25X
TPX,Tempur Sealy International Inc,F,B,B,C,B,6702.506633,2X
TSQ,Townsquare Media Inc,D,,,,,158.9016155,.25X
TXRH,Texas Roadhouse Inc,D,C,C,C,C,5841.31204,1X
URBN,"Urban Outfitters, Inc.",F,C,C,C,C,2639.102417,1X
UTI,Universal Technical Institute Inc,A,D,C,F,D,284.9184568,.25X
VG,Vonage Holdings Corp,D,D,C,C,C,5082.425445,1X
WD,Walker & Dunlop Inc,F,C,C,D,C,4295.630317,1X
WGO,"Winnebago Industries, Inc.",F,C,C,C,C,2036.715374,.5X
WH,Wyndham Hotels & Resorts Inc,B,C,C,C,C,5937.782889,1X
WIX,Wix.com Ltd,F,D,C,C,C,5053.582279,1X
WRK,WestRock Co,A,B,B,C,C,12704.15038,2X
WWE,"World Wrestling Entertainment, Inc.",A,D,C,B,C,2697.387878,1X
YELP,Yelp Inc,D,D,C,C,C,2535.048659,.5X
ZBRA,Zebra Technologies Corp.,F,D,C,C,C,23346.70911,4X
